season_year,iso_week,defense_team,opponent_team,position,points_allowed_ppr,points_allowed_halfppr,points_allowed_nonppr
2024,1,1,4,QB,31.18,31.18,31.18
2024,1,1,4,RB/WR/TE,63.699999999999996,54.699999999999996,45.699999999999996
2024,1,10,28,QB,17.84,17.84,17.84
2024,1,10,28,RB/WR/TE,58.8,49.8,40.8
2024,1,11,17,QB,14.68,14.68,14.68
2024,1,11,17,RB/WR/TE,86.0,69.0,52.0
2024,1,12,26,QB,16.42,16.42,16.42
2024,1,12,26,RB/WR/TE,82.9,72.9,62.9
2024,1,13,14,QB,26.08,26.08,26.08
2024,1,13,14,RB/WR/TE,53.0,48.5,44.0
2024,1,14,13,QB,18.66,18.66,18.66
2024,1,14,13,RB/WR/TE,85.6,73.6,61.6
2024,1,15,20,QB,18.62,18.62,18.62
2024,1,15,20,RB/WR/TE,75.8,64.3,52.8
2024,1,16,3,QB,25.12,25.12,25.12
2024,1,16,3,RB/WR/TE,71.6,58.6,45.6
2024,1,17,11,QB,11.38,11.38,11.38
2024,1,17,11,RB/WR/TE,73.3,64.3,55.3
2024,1,18,19,QB,10.78,10.78,10.78
2024,1,18,19,RB/WR/TE,62.3,49.8,37.3
2024,1,19,18,QB,10.36,10.36,10.36
2024,1,19,18,RB/WR/TE,60.4,51.9,43.4
2024,1,2,27,QB,11.96,11.96,11.96
2024,1,2,27,RB/WR/TE,41.4,32.900000000000006,24.400000000000002
2024,1,20,15,QB,11.28,11.28,11.28
2024,1,20,15,RB/WR/TE,50.199999999999996,44.2,38.2
2024,1,21,24,QB,4.94,4.94,4.94
2024,1,21,24,RB/WR/TE,47.3,36.3,25.3
2024,1,22,7,QB,8.06,8.06,8.06
2024,1,22,7,RB/WR/TE,46.9,36.4,25.900000000000002
2024,1,23,5,QB,10.14,10.14,10.14
2024,1,23,5,RB/WR/TE,31.2,24.7,18.2
2024,1,24,21,QB,14.62,14.62,14.62
2024,1,24,21,RB/WR/TE,66.6,57.1,47.6
2024,1,25,29,QB,10.24,10.24,10.24
2024,1,25,29,RB/WR/TE,71.7,62.2,52.7
2024,1,26,12,QB,16.4,16.4,16.4
2024,1,26,12,RB/WR/TE,77.30000000000001,68.80000000000001,60.3
2024,1,27,2,QB,4.2,4.2,4.2
2024,1,27,2,RB/WR/TE,46.4,38.4,30.400000000000002
2024,1,28,10,QB,9.06,9.06,9.06
2024,1,28,10,RB/WR/TE,46.4,33.4,20.4
2024,1,29,25,QB,14.759999999999998,14.759999999999998,14.759999999999998
2024,1,29,25,RB/WR/TE,61.599999999999994,52.1,42.6
2024,1,3,16,QB,15.14,14.64,14.14
2024,1,3,16,RB/WR/TE,72.8,63.300000000000004,53.800000000000004
2024,1,30,32,QB,28.28,28.28,28.28
2024,1,30,32,RB/WR/TE,47.4,38.9,30.4
2024,1,31,6,QB,5.22,5.22,5.22
2024,1,31,6,RB/WR/TE,30.200000000000003,23.2,16.2
2024,1,32,30,QB,29.82,29.82,29.82
2024,1,32,30,RB/WR/TE,87.1,75.1,63.099999999999994
2024,1,4,1,QB,14.18,14.18,14.18
2024,1,4,1,RB/WR/TE,55.9,45.4,34.9
2024,1,5,23,QB,21.7,21.7,21.7
2024,1,5,23,RB/WR/TE,85.3,75.8,66.3
2024,1,6,31,QB,6.68,6.68,6.68
2024,1,6,31,RB/WR/TE,54.1,44.6,35.1
2024,1,7,22,QB,8.04,8.04,8.04
2024,1,7,22,RB/WR/TE,46.9,39.4,31.9
2024,1,8,9,QB,11.360000000000001,11.360000000000001,11.360000000000001
2024,1,8,9,RB/WR/TE,60.1,50.6,41.1
2024,1,9,8,QB,10.66,10.66,10.66
2024,1,9,8,RB/WR/TE,58.3,46.3,34.300000000000004
2024,2,1,17,QB,6.64,6.64,6.64
2024,2,1,17,RB/WR/TE,51.9,42.4,32.9
2024,2,10,27,QB,11.38,11.38,11.38
2024,2,10,27,RB/WR/TE,42.3,35.8,29.299999999999997
2024,2,11,30,QB,18.8,18.8,18.8
2024,2,11,30,RB/WR/TE,40.099999999999994,34.099999999999994,28.099999999999998
2024,2,12,14,QB,9.86,9.86,9.86
2024,2,12,14,RB/WR/TE,53.7,45.2,36.7
2024,2,13,6,QB,7.4,7.4,7.4
2024,2,13,6,RB/WR/TE,49.2,37.7,26.2
2024,2,14,12,QB,12.98,12.98,12.98
2024,2,14,12,RB/WR/TE,51.3,45.3,39.3
2024,2,15,8,QB,15.34,15.34,15.34
2024,2,15,8,RB/WR/TE,52.2,41.2,30.2
2024,2,16,7,QB,17.12,17.12,17.12
2024,2,16,7,RB/WR/TE,67.4,55.9,44.4
2024,2,17,1,QB,26.74,26.74,26.74
2024,2,17,1,RB/WR/TE,91.2,82.7,74.2
2024,2,18,5,QB,1.96,1.96,1.96
2024,2,18,5,RB/WR/TE,34.8,25.8,16.8
2024,2,19,3,QB,16.38,16.38,16.38
2024,2,19,3,RB/WR/TE,68.5,58.0,47.5
2024,2,2,26,QB,23.86,23.86,23.86
2024,2,2,26,RB/WR/TE,58.7,47.2,35.699999999999996
2024,2,20,4,QB,9.66,9.66,9.66
2024,2,20,4,RB/WR/TE,55.6,49.1,42.6
2024,2,21,29,QB,13.96,13.96,13.96
2024,2,21,29,RB/WR/TE,80.9,66.9,52.9
2024,2,22,28,QB,17.88,17.88,17.88
2024,2,22,28,RB/WR/TE,81.5,65.0,48.49999999999999
2024,2,23,9,QB,13.120000000000001,13.120000000000001,13.120000000000001
2024,2,23,9,RB/WR/TE,69.4,55.4,41.4
2024,2,24,32,QB,13.48,13.48,13.48
2024,2,24,32,RB/WR/TE,62.8,51.3,39.8
2024,2,25,31,QB,11.48,11.48,11.48
2024,2,25,31,RB/WR/TE,59.4,49.9,40.4
2024,2,26,2,QB,17.54,17.54,17.54
2024,2,26,2,RB/WR/TE,71.4,61.4,51.4
2024,2,27,10,QB,8.26,8.26,8.26
2024,2,27,10,RB/WR/TE,48.3,38.3,28.3
2024,2,28,22,QB,10.56,10.56,10.56
2024,2,28,22,RB/WR/TE,59.8,52.3,44.8
2024,2,29,21,QB,19.92,19.92,19.92
2024,2,29,21,RB/WR/TE,65.2,56.7,48.2
2024,2,3,19,QB,12.94,12.94,12.94
2024,2,3,19,RB/WR/TE,72.4,57.4,42.4
2024,2,30,11,QB,8.78,8.78,8.78
2024,2,30,11,RB/WR/TE,84.1,67.1,50.1
2024,2,31,25,QB,15.14,15.14,15.14
2024,2,31,25,RB/WR/TE,63.6,54.6,45.6
2024,2,32,24,QB,18.32,18.32,18.32
2024,2,32,24,RB/WR/TE,59.6,51.6,43.6
2024,2,4,20,QB,9.1,9.1,9.1
2024,2,4,20,RB/WR/TE,65.3,52.8,40.3
2024,2,5,18,QB,11.0,11.0,11.0
2024,2,5,18,RB/WR/TE,65.1,58.1,51.1
2024,2,6,13,QB,14.3,14.3,14.3
2024,2,6,13,RB/WR/TE,60.6,49.1,37.6
2024,2,7,16,QB,12.94,12.94,12.94
2024,2,7,16,RB/WR/TE,55.1,46.1,37.1
2024,2,8,15,QB,13.3,13.3,13.3
2024,2,8,15,RB/WR/TE,50.2,43.2,36.2
2024,2,9,23,QB,21.419999999999998,21.419999999999998,21.419999999999998
2024,2,9,23,RB/WR/TE,84.6,79.1,73.6
2024,3,1,11,QB,12.96,12.96,12.96
2024,3,1,11,RB/WR/TE,72.8,63.8,54.8
2024,3,10,30,QB,8.64,8.64,8.64
2024,3,10,30,RB/WR/TE,54.7,42.2,29.7
2024,3,11,1,QB,14.78,14.78,14.78
2024,3,11,1,RB/WR/TE,50.9,40.4,29.9
2024,3,12,31,QB,13.6,13.6,13.6
2024,3,12,31,RB/WR/TE,66.1,53.1,40.1
2024,3,13,21,QB,23.24,23.24,23.24
2024,3,13,21,RB/WR/TE,70.9,62.400000000000006,53.9
2024,3,14,6,QB,17.32,17.32,17.32
2024,3,14,6,RB/WR/TE,86.8,70.3,53.8
2024,3,15,4,QB,30.94,30.94,30.94
2024,3,15,4,RB/WR/TE,94.5,82.5,70.5
2024,3,16,2,QB,11.1,11.1,11.1
2024,3,16,2,RB/WR/TE,62.8,52.8,42.8
2024,3,17,29,QB,22.599999999999998,22.599999999999998,22.599999999999998
2024,3,17,29,RB/WR/TE,79.60000000000001,68.6,57.6
2024,3,18,27,QB,18.4,18.4,18.4
2024,3,18,27,RB/WR/TE,66.3,53.8,41.3
2024,3,19,5,QB,24.56,24.56,24.56
2024,3,19,5,RB/WR/TE,95.2,82.2,69.2
2024,3,2,16,QB,16.38,16.38,16.38
2024,3,2,16,RB/WR/TE,70.8,57.8,44.800000000000004
2024,3,20,28,QB,11.0,11.0,11.0
2024,3,20,28,RB/WR/TE,82.19999999999999,69.19999999999999,56.199999999999996
2024,3,21,13,QB,12.96,12.96,12.96
2024,3,21,13,RB/WR/TE,67.82000000000001,53.82,39.82
2024,3,22,25,QB,21.04,21.04,21.04
2024,3,22,25,RB/WR/TE,84.60000000000001,71.10000000000001,57.6
2024,3,23,26,QB,11.06,11.06,11.06
2024,3,23,26,RB/WR/TE,87.10000000000001,72.60000000000001,58.1
2024,3,24,8,QB,14.54,14.54,14.54
2024,3,24,8,RB/WR/TE,56.800000000000004,46.300000000000004,35.800000000000004
2024,3,25,22,QB,6.0,6.0,6.0
2024,3,25,22,RB/WR/TE,33.2,25.2,17.2
2024,3,26,23,QB,7.98,7.98,7.98
2024,3,26,23,RB/WR/TE,42.800000000000004,35.800000000000004,28.8
2024,3,27,18,QB,9.96,9.96,9.96
2024,3,27,18,RB/WR/TE,41.0,34.0,27.0
2024,3,28,20,QB,8.04,8.04,8.04
2024,3,28,20,RB/WR/TE,45.2,35.2,25.2
2024,3,29,17,QB,12.96,12.96,12.96
2024,3,29,17,RB/WR/TE,65.5,57.5,49.5
2024,3,3,9,QB,30.86,30.36,29.86
2024,3,3,9,RB/WR/TE,79.3,65.8,52.3
2024,3,30,10,QB,19.5,19.5,19.5
2024,3,30,10,RB/WR/TE,59.9,47.4,34.9
2024,3,31,12,QB,25.38,25.38,25.38
2024,3,31,12,RB/WR/TE,52.5,46.0,39.5
2024,3,32,7,QB,25.36,25.36,25.36
2024,3,32,7,RB/WR/TE,97.4,82.9,68.4
2024,3,4,15,QB,9.7,9.7,9.7
2024,3,4,15,RB/WR/TE,59.5,46.5,33.5
2024,3,5,19,QB,19.240000000000002,19.240000000000002,19.240000000000002
2024,3,5,19,RB/WR/TE,78.7,65.2,51.699999999999996
2024,3,6,14,QB,5.08,5.08,5.08
2024,3,6,14,RB/WR/TE,57.3,52.3,47.3
2024,3,7,32,QB,28.06,28.06,28.06
2024,3,7,32,RB/WR/TE,77.3,66.8,56.3
2024,3,8,24,QB,21.94,21.94,21.94
2024,3,8,24,RB/WR/TE,70.8,58.800000000000004,46.800000000000004
2024,3,9,3,QB,25.98,25.98,25.98
2024,3,9,3,RB/WR/TE,66.9,60.9,54.900000000000006
2024,4,1,32,QB,22.02,22.02,22.02
2024,4,1,32,RB/WR/TE,90.2,77.2,64.2
2024,4,10,25,QB,10.76,10.76,10.76
2024,4,10,25,RB/WR/TE,45.2,33.7,22.2
2024,4,11,28,QB,21.12,21.12,21.12
2024,4,11,28,RB/WR/TE,108.0,89.0,70.0
2024,4,12,21,QB,19.98,19.98,19.98
2024,4,12,21,RB/WR/TE,79.69999999999999,70.2,60.699999999999996
2024,4,13,15,QB,16.44,16.44,16.44
2024,4,13,15,RB/WR/TE,62.699999999999996,53.699999999999996,44.7
2024,4,14,27,QB,31.74,31.74,31.74
2024,4,14,27,RB/WR/TE,62.3,51.8,41.3
2024,4,15,13,QB,23.9,23.9,23.9
2024,4,15,13,RB/WR/TE,89.2,75.7,62.2
2024,4,16,18,QB,11.16,11.16,11.16
2024,4,16,18,RB/WR/TE,45.4,37.4,29.4
2024,4,17,6,QB,11.6,11.6,11.6
2024,4,17,6,RB/WR/TE,62.9,54.4,45.9
2024,4,18,16,QB,13.0,13.0,13.0
2024,4,18,16,RB/WR/TE,62.4,52.900000000000006,43.400000000000006
2024,4,19,8,QB,12.24,12.24,12.24
2024,4,19,8,RB/WR/TE,53.6,41.6,29.6
2024,4,2,23,QB,8.06,8.06,8.06
2024,4,2,23,RB/WR/TE,82.5,68.5,54.5
2024,4,20,31,QB,3.5999999999999996,3.5999999999999996,3.5999999999999996
2024,4,20,31,RB/WR/TE,48.0,42.0,36.0
2024,4,21,12,QB,26.24,26.24,26.24
2024,4,21,12,RB/WR/TE,103.2,87.2,71.2
2024,4,22,29,QB,13.66,13.66,13.66
2024,4,22,29,RB/WR/TE,64.10000000000001,57.1,50.1
2024,4,23,2,QB,7.52,7.52,7.52
2024,4,23,2,RB/WR/TE,53.6,43.1,32.6
2024,4,24,9,QB,16.74,16.74,16.74
2024,4,24,9,RB/WR/TE,64.2,53.2,42.2
2024,4,25,10,QB,6.7,6.7,6.7
2024,4,25,10,RB/WR/TE,34.3,28.3,22.299999999999997
2024,4,26,30,QB,28.88,28.88,28.88
2024,4,26,30,RB/WR/TE,92.8,77.8,62.800000000000004
2024,4,27,14,QB,20.36,20.36,20.36
2024,4,27,14,RB/WR/TE,71.4,61.9,52.4
2024,4,28,11,QB,27.18,26.68,26.18
2024,4,28,11,RB/WR/TE,89.0,80.0,71.0
2024,4,29,22,QB,6.86,6.86,6.86
2024,4,29,22,RB/WR/TE,46.2,36.7,27.2
2024,4,3,4,QB,7.38,7.38,7.38
2024,4,3,4,RB/WR/TE,46.5,38.0,29.5
2024,4,30,26,QB,16.32,16.32,16.32
2024,4,30,26,RB/WR/TE,49.1,40.1,31.1
2024,4,31,20,QB,11.84,11.84,11.84
2024,4,31,20,RB/WR/TE,30.2,23.2,16.2
2024,4,32,1,QB,9.98,9.98,9.98
2024,4,32,1,RB/WR/TE,58.7,50.7,42.7
2024,4,4,3,QB,23.68,23.68,23.68
2024,4,4,3,RB/WR/TE,75.30000000000001,68.30000000000001,61.300000000000004
2024,4,5,7,QB,16.28,16.28,16.28
2024,4,5,7,RB/WR/TE,83.8,72.8,61.8
2024,4,6,17,QB,4.86,4.86,4.86
2024,4,6,17,RB/WR/TE,60.4,50.4,40.4
2024,4,7,5,QB,15.7,15.7,15.7
2024,4,7,5,RB/WR/TE,79.6,67.1,54.6
2024,4,8,19,QB,11.0,11.0,11.0
2024,4,8,19,RB/WR/TE,52.5,45.5,38.5
2024,4,9,24,QB,9.54,9.54,9.54
2024,4,9,24,RB/WR/TE,61.800000000000004,47.300000000000004,32.8
2024,5,1,29,QB,13.06,13.06,13.06
2024,5,1,29,RB/WR/TE,59.099999999999994,49.599999999999994,40.1
2024,5,10,19,QB,9.44,9.44,9.44
2024,5,10,19,RB/WR/TE,66.4,55.4,44.4
2024,5,12,17,QB,12.2,12.2,12.2
2024,5,12,17,RB/WR/TE,76.9,62.9,48.9
2024,5,13,4,QB,12.84,12.84,12.84
2024,5,13,4,RB/WR/TE,45.5,41.0,36.5
2024,5,14,15,QB,27.04,27.04,27.04
2024,5,14,15,RB/WR/TE,93.4,79.4,65.4
2024,5,15,14,QB,26.64,26.64,26.64
2024,5,15,14,RB/WR/TE,105.16,88.16,71.16
2024,5,16,23,QB,14.379999999999999,14.379999999999999,14.379999999999999
2024,5,16,23,RB/WR/TE,53.7,43.7,33.699999999999996
2024,5,17,12,QB,15.96,15.96,15.96
2024,5,17,12,RB/WR/TE,67.0,59.5,52.0
2024,5,19,10,QB,23.14,23.14,23.14
2024,5,19,10,RB/WR/TE,61.6,52.1,42.6
2024,5,2,30,QB,23.4,23.4,23.4
2024,5,2,30,RB/WR/TE,64.8,55.3,45.8
2024,5,20,22,QB,7.4,7.4,7.4
2024,5,20,22,RB/WR/TE,54.4,45.4,36.4
2024,5,21,25,QB,11.76,11.76,11.76
2024,5,21,25,RB/WR/TE,69.0,54.5,40.0
2024,5,22,20,QB,6.46,6.46,6.46
2024,5,22,20,RB/WR/TE,65.6,56.6,47.6
2024,5,23,16,QB,12.84,12.84,12.84
2024,5,23,16,RB/WR/TE,83.4,69.4,55.4
2024,5,24,28,QB,22.56,22.56,22.56
2024,5,24,28,RB/WR/TE,63.4,49.4,35.4
2024,5,25,21,QB,5.18,5.18,5.18
2024,5,25,21,RB/WR/TE,48.5,41.0,33.5
2024,5,27,9,QB,16.38,16.38,16.38
2024,5,27,9,RB/WR/TE,87.1,72.6,58.1
2024,5,28,24,QB,28.08,28.08,28.08
2024,5,28,24,RB/WR/TE,72.4,60.9,49.4
2024,5,29,1,QB,24.1,24.1,24.1
2024,5,29,1,RB/WR/TE,53.1,43.6,34.1
2024,5,3,7,QB,33.78,33.78,33.78
2024,5,3,7,RB/WR/TE,106.19999999999999,91.19999999999999,76.2
2024,5,30,2,QB,34.52,34.52,34.52
2024,5,30,2,RB/WR/TE,124.6,103.6,82.6
2024,5,32,8,QB,8.74,8.74,8.74
2024,5,32,8,RB/WR/TE,45.4,37.4,29.4
2024,5,4,13,QB,15.94,15.94,15.94
2024,5,4,13,RB/WR/TE,79.8,65.8,51.8
2024,5,5,6,QB,23.16,23.16,23.16
2024,5,5,6,RB/WR/TE,90.2,80.2,70.2
2024,5,6,5,QB,7.18,7.18,7.18
2024,5,6,5,RB/WR/TE,55.2,43.7,32.2
2024,5,7,3,QB,32.94,32.94,32.94
2024,5,7,3,RB/WR/TE,101.6,88.6,75.6
2024,5,8,32,QB,20.44,19.94,19.44
2024,5,8,32,RB/WR/TE,73.1,66.1,59.1
2024,5,9,27,QB,16.46,16.46,16.46
2024,5,9,27,RB/WR/TE,48.3,40.3,32.3
2024,6,1,12,QB,25.62,25.62,25.62
2024,6,1,12,RB/WR/TE,88.4,77.4,66.4
2024,6,10,18,QB,13.68,13.68,13.68
2024,6,10,18,RB/WR/TE,69.3,58.8,48.3
2024,6,11,9,QB,3.2600000000000002,3.2600000000000002,3.2600000000000002
2024,6,11,9,RB/WR/TE,48.400000000000006,35.9,23.4
2024,6,12,1,QB,12.18,12.18,12.18
2024,6,12,1,RB/WR/TE,53.400000000000006,42.4,31.4
2024,6,13,22,QB,19.52,19.52,19.52
2024,6,13,22,RB/WR/TE,64.7,54.699999999999996,44.699999999999996
2024,6,14,31,QB,7.46,7.46,7.46
2024,6,14,31,RB/WR/TE,51.0,43.0,35.0
2024,6,15,6,QB,28.38,28.38,28.38
2024,6,15,6,RB/WR/TE,85.60000000000001,74.10000000000001,62.6
2024,6,18,10,QB,20.74,20.74,20.74
2024,6,18,10,RB/WR/TE,55.5,46.0,36.5
2024,6,19,27,QB,23.1,23.1,23.1
2024,6,19,27,RB/WR/TE,47.4,40.4,33.4
2024,6,2,5,QB,15.02,15.02,15.02
2024,6,2,5,RB/WR/TE,70.60000000000001,57.6,44.6
2024,6,22,13,QB,18.18,18.18,18.18
2024,6,22,13,RB/WR/TE,87.89999999999999,77.89999999999999,67.89999999999999
2024,6,23,30,QB,25.54,25.54,25.54
2024,6,23,30,RB/WR/TE,116.9,104.9,92.9
2024,6,24,7,QB,19.82,19.82,19.82
2024,6,24,7,RB/WR/TE,50.4,40.9,31.4
2024,6,25,4,QB,24.4,24.4,24.4
2024,6,25,4,RB/WR/TE,65.6,56.1,46.6
2024,6,26,8,QB,8.42,8.42,8.42
2024,6,26,8,RB/WR/TE,41.1,33.1,25.1
2024,6,27,19,QB,8.879999999999999,8.879999999999999,8.879999999999999
2024,6,27,19,RB/WR/TE,65.3,51.8,38.3
2024,6,28,29,QB,24.1,24.1,24.1
2024,6,28,29,RB/WR/TE,88.39999999999999,79.39999999999999,70.4
2024,6,29,28,QB,12.72,12.72,12.72
2024,6,29,28,RB/WR/TE,77.0,62.0,47.0
2024,6,3,32,QB,20.96,20.96,20.96
2024,6,3,32,RB/WR/TE,65.9,53.9,41.9
2024,6,30,23,QB,16.42,16.42,16.42
2024,6,30,23,RB/WR/TE,61.699999999999996,50.7,39.7
2024,6,31,14,QB,13.86,13.86,13.86
2024,6,31,14,RB/WR/TE,61.3,50.3,39.3
2024,6,32,3,QB,18.72,18.72,18.72
2024,6,32,3,RB/WR/TE,84.1,74.1,64.1
2024,6,4,25,QB,18.2,18.2,18.2
2024,6,4,25,RB/WR/TE,78.0,66.5,55.0
2024,6,5,2,QB,12.46,12.46,12.46
2024,6,5,2,RB/WR/TE,84.0,74.5,65.0
2024,6,6,15,QB,17.299999999999997,17.299999999999997,17.299999999999997
2024,6,6,15,RB/WR/TE,63.1,51.1,39.1
2024,6,7,24,QB,11.8,11.8,11.8
2024,6,7,24,RB/WR/TE,54.8,43.8,32.800000000000004
2024,6,8,26,QB,21.86,21.86,21.86
2024,6,8,26,RB/WR/TE,62.7,54.7,46.7
2024,6,9,11,QB,26.0,26.0,26.0
2024,6,9,11,RB/WR/TE,100.3,90.8,81.3
2024,7,1,18,QB,14.76,14.76,14.76
2024,7,1,18,RB/WR/TE,65.0,51.5,38.0
2024,7,10,23,QB,11.8,11.8,11.8
2024,7,10,23,RB/WR/TE,61.300000000000004,47.3,33.3
2024,7,11,21,QB,16.26,16.26,16.26
2024,7,11,21,RB/WR/TE,69.9,58.9,47.900000000000006
2024,7,12,13,QB,5.34,5.34,5.34
2024,7,12,13,RB/WR/TE,42.9,37.9,32.9
2024,7,13,12,QB,16.96,16.96,16.96
2024,7,13,12,RB/WR/TE,72.6,60.6,48.6
2024,7,14,20,QB,12.84,12.84,12.84
2024,7,14,20,RB/WR/TE,53.0,45.5,38.0
2024,7,15,22,QB,20.84,20.84,20.84
2024,7,15,22,RB/WR/TE,67.6,54.6,41.6
2024,7,16,29,QB,17.22,17.22,17.22
2024,7,16,29,RB/WR/TE,45.699999999999996,37.199999999999996,28.7
2024,7,17,19,QB,0.44000000000000017,0.44000000000000017,0.44000000000000017
2024,7,17,19,RB/WR/TE,53.6,43.1,32.6
2024,7,18,1,QB,20.4,20.4,20.4
2024,7,18,1,RB/WR/TE,46.0,39.0,32.0
2024,7,19,17,QB,3.96,3.96,3.96
2024,7,19,17,RB/WR/TE,53.1,46.1,39.1
2024,7,2,28,QB,17.78,17.78,17.78
2024,7,2,28,RB/WR/TE,71.4,61.9,52.4
2024,7,20,14,QB,8.76,8.76,8.76
2024,7,20,14,RB/WR/TE,38.8,33.8,28.8
2024,7,21,11,QB,24.8,24.8,24.8
2024,7,21,11,RB/WR/TE,86.7,75.7,64.7
2024,7,22,15,QB,13.02,13.02,13.02
2024,7,22,15,RB/WR/TE,68.1,60.6,53.1
2024,7,23,10,QB,14.06,14.06,14.06
2024,7,23,10,RB/WR/TE,57.2,49.2,41.2
2024,7,24,26,QB,22.96,22.96,22.96
2024,7,24,26,RB/WR/TE,57.9,52.9,47.9
2024,7,25,27,QB,24.76,24.76,24.76
2024,7,25,27,RB/WR/TE,75.2,67.2,59.2
2024,7,26,24,QB,7.34,7.34,7.34
2024,7,26,24,RB/WR/TE,31.4,22.9,14.399999999999999
2024,7,27,25,QB,11.04,11.04,11.04
2024,7,27,25,RB/WR/TE,69.0,57.0,45.0
2024,7,28,2,QB,7.699999999999999,7.699999999999999,7.699999999999999
2024,7,28,2,RB/WR/TE,77.1,64.60000000000001,52.1
2024,7,29,16,QB,12.06,12.06,12.06
2024,7,29,16,RB/WR/TE,63.800000000000004,55.800000000000004,47.800000000000004
2024,7,3,30,QB,25.3,25.3,25.3
2024,7,3,30,RB/WR/TE,102.2,86.7,71.2
